"x","y","std_beta","95CI_min","95CI_max","Fstat","pval","x_category","y_category","pval_fdr","pval_sig","pval_fdr_sig","std_beta_sig","std_beta_fdr_sig"
"CT_comp1","FLAIR_median_WMH","0.109149678889058","-0.0425005305699774","0.260799888348094","16.7096612630018",0.156625185221664,"Atrophy","FLAIR",0.589241437104751,NA,NA,NA,NA
"CT_comp1","FLAIR_median_WMH_deep","0.262567843260447","0.0722968260691125","0.452838860451782","2.54480381983475",0.00727003632685487,"Atrophy","FLAIR",0.140918545985896,0.00727003632685487,NA,0.262567843260447,NA
"CT_comp1","FLAIR_median_WMH_PV","0.139773808758197","-0.0181861623751762","0.29773377989157","13.8534810234165",0.0822944451678413,"Atrophy","FLAIR",0.444390003906343,NA,NA,NA,NA
"CT_comp1","FLAIR_median_WMH_SWM","0.114497157747809","-0.0414474360050285","0.270441751500646","14.8809235877197",0.148533557238625,"Atrophy","FLAIR",0.576898637522154,NA,NA,NA,NA
"CT_comp2","FLAIR_median_WMH","0.0670760602953886","-0.0874045397864752","0.221556660377252","16.2660111850053",0.391451035866757,"Atrophy","FLAIR",0.733727663826658,NA,NA,NA,NA
"CT_comp2","FLAIR_median_WMH_deep","0.0764092461316295","-0.117687158462716","0.270505650725975","1.11094985875359",0.437036346400934,"Atrophy","FLAIR",0.753190299116503,NA,NA,NA,NA
"CT_comp2","FLAIR_median_WMH_PV","0.164770428040721","0.0039911923568102","0.325549663724631","14.1840471363735",0.0446688024598487,"Atrophy","FLAIR",0.328924818113431,NA,NA,NA,NA
"CT_comp2","FLAIR_median_WMH_SWM","-0.0545397517439148","-0.209752487132469","0.100672983644639","14.3478979847293",0.487728094964318,"Atrophy","FLAIR",0.790164393934618,NA,NA,NA,NA
"CT_comp3","FLAIR_median_WMH","0.0760480113834103","-0.0905326931676085","0.242628715934429","16.2927792427795",0.36764921876952,"Atrophy","FLAIR",0.71740667885927,NA,NA,NA,NA
"CT_comp3","FLAIR_median_WMH_deep","0.100381016480746","-0.10360772078896","0.304369753750452","1.18240761986585",0.331653922203023,"Atrophy","FLAIR",0.692915855367435,NA,NA,NA,NA
"CT_comp3","FLAIR_median_WMH_PV","0.158555473010568","-0.0147624374051913","0.331873383426328","13.9201596656093",0.0725710830058646,"Atrophy","FLAIR",0.419875551676788,NA,NA,NA,NA
"CT_comp3","FLAIR_median_WMH_SWM","-0.0300833558255208","-0.194541866728359","0.134375155077317","14.2324542408798",0.717706402464628,"Atrophy","FLAIR",0.895266689938577,NA,NA,NA,NA
"CT_comp4","FLAIR_median_WMH","0.125515791743906","-0.0271091721473074","0.27814075563512","16.9227668325226",0.106029045263137,"Atrophy","FLAIR",0.495679485904504,NA,NA,NA,NA
"CT_comp4","FLAIR_median_WMH_deep","0.252748832935046","0.0610130326646289","0.444484633205463","2.40823096992695",0.0102389986921091,"Atrophy","FLAIR",0.170124901345813,NA,NA,NA,NA
"CT_comp4","FLAIR_median_WMH_PV","0.173901734959618","0.0152972840719966","0.33250618584724","14.3719647333684",0.0319274668214653,"Atrophy","FLAIR",0.287195331745998,NA,NA,NA,NA
"CT_comp4","FLAIR_median_WMH_SWM","0.0773542851002139","-0.0804795373009444","0.235188107501372","14.4976020403286",0.33360619044449,"Atrophy","FLAIR",0.692915855367435,NA,NA,NA,NA
"CT_comp5","FLAIR_median_WMH","0.094475190562614","-0.0770869360307863","0.266037317156014","16.4204617141305",0.277573046181934,"Atrophy","FLAIR",0.674159156097507,NA,NA,NA,NA
